Incident_ID,Summary,ContactType,label,label_num
INC4090340,need client admin resoruce to pull tracex files from prodmam for epic ts trena williams,Direct Input,Healthcare Application Issues,0
INC3613459,cda launcher,Self-service,Healthcare Application Issues,0
INC3350789,inbasket- shows an unread item but he is unable to find the item. states to contact the administrator since its over due,Phone,Healthcare Application Issues,0
INC2525472,home health - billin issue,Phone,Healthcare Application Issues,0
INC2087628,(rpw mh 12/3 #inbasket) kphc - need how-to on creating a out of contact message in kphc ,Phone,Healthcare Application Issues,0
INC2549844,"afl/kphc: please rebuild and reactivate user aumann, aubrey k [y923662].  user is a former kp employee.",Email,Healthcare Application Issues,0
INC3558964,"kphc - unable to launch remote inbasket, gets error msg.  ",Phone,Healthcare Application Issues,0
INC4037863,"kphc co - bp is showing as  surgery, neurology in epic",Email,Healthcare Application Issues,0
INC5957068,not able to post logs in epic,Phone,Healthcare Application Issues,0
INC4876575,afl/kphc: please create the following pgp per attached spreadsheet.  instance:   ie,Email,Healthcare Application Issues,0
INC5512459,cda launcher closing,Self-service,Healthcare Application Issues,0
INC4386439,"kphc in-basket: getting prompted of an over due message, but it's not showing.",Phone,Healthcare Application Issues,0
INC2010045,ss-facility share-haiku-ggm (ibf/am),Phone,Healthcare Application Issues,0
INC3563122,widescreen question,Phone,Healthcare Application Issues,0
INC4074588,ekg - nbm (dw),Direct Input,Healthcare Application Issues,0
INC2211354,b | barbara j. meis | smart phrase issue,Phone,Healthcare Application Issues,0
INC4367668,afl/kphc: please create the following pgp per attached spreadsheet.  instance:  ie,Email,Healthcare Application Issues,0
INC3563760,"inability to launch epic; bp clicked the santa clara hyperspace, and the epic screen  briefly appear and goes away completely.",Phone,Healthcare Application Issues,0
INC4442458,(sln gyn #outpatient) user is a transfer and is still receiving inbasket messages for rwc patients. ,Phone,Healthcare Application Issues,0
INC4093757,cda launcher,Phone,Healthcare Application Issues,0
INC5821760,user profile is blocked for the cda launcher scal   ,Phone,Healthcare Application Issues,0
INC2649926,bp is trying to do her care plane and she is  getting  exclamations on the item,Phone,Healthcare Application Issues,0
INC1064789,bp unable to access hyperspace scal lead prod ,Phone,Healthcare Application Issues,0
INC0144283,kphc external referrals flooding inbasket from other service area,Phone,Healthcare Application Issues,0
INC3534880,cda launcher,Phone,Healthcare Application Issues,0
INC6330238,window account and epic password ,Phone,Healthcare Application Issues,0
INC4061241,lot number correction need in epic.  contact 949-455-4258,Phone,Healthcare Application Issues,0
INC3660743,afl/kphc: please create the following pgp per attached spreadsheet.  instance:  ie,Email,Healthcare Application Issues,0
INC0637670,cda launcher access is blocked,Phone,Healthcare Application Issues,0
INC3875495,bp is reporting she as an home health episode that is currently resolved and needs it to be reopened,Phone,Healthcare Application Issues,0
INC5778305,dmh psyc #inbasket pool members p ssf mh triage,Phone,Healthcare Application Issues,0
INC3117728,dau#20392. bp put wrong summary of care in wrong patients chart: see screenshot,Phone,Healthcare Application Issues,0
INC6150795,(rwc-psyv #outpatient) widescreen tutorial question where to find routing button,Phone,Healthcare Application Issues,0
INC3791406,unable to log into cortext account . pw not recognized,Phone,Healthcare Application Issues,0
INC4046499,kphc wants to send attachment through inbasket,Phone,Healthcare Application Issues,0
INC1570495,afl/kphc: please create the following pgp per attached spreadsheet.  instance: oc,Email,Healthcare Application Issues,0
INC1837841,kphc home health/hospice billing and claims issue-remove october charges,Phone,Healthcare Application Issues,0
INC5223693,pcp request - sbm (kgh) ccw 322253,Phone,Healthcare Application Issues,0
INC4954195,"home health, patient care issue - requesting to change facility in patient chart once episode was created  ",Phone,Healthcare Application Issues,0
INC4203530,s014576 - customer reporting issue with inbasket issues being glitchy,Phone,Healthcare Application Issues,0
INC4104617,cda launcher,Phone,Healthcare Application Issues,0
INC3618237,dau#20748. unmerge - ml,Direct Input,Healthcare Application Issues,0
INC3009703,afl/kphc: please create the following pgp per attached spreadsheet.  instance:  tc,Email,Healthcare Application Issues,0
INC1100428,home health episode was discharged in error - please re-open,Email,Healthcare Application Issues,0
INC0036008,ss-facility share-enc-nbm,Direct Input,Healthcare Application Issues,0
INC1837603,cortext 1 | shalini x. dogra,Direct Input,Healthcare Application Issues,0
INC4340010,(riv  med 6/6 #epcs) dea perscirption issue with in health connect on cnrosam3884244,Phone,Healthcare Application Issues,0
INC2548042,sd - kphc home health - reopen episode,Phone,Healthcare Application Issues,0
INC5936099,not able to see inbasket pools in home mac computer,Phone,Healthcare Application Issues,0
INC4447366,(sro car #outpatient): ncals19 in basket lab results reviewed by not populating/updating,Phone,Healthcare Application Issues,0
INC5109374,cannot remove visit from inbasket.,Phone,Healthcare Application Issues,0
INC4323934,unable to see messages from in-basket pool: ,Phone,Healthcare Application Issues,0
INC0990126,cortext 1 | farzaneh l. sabi,Direct Input,Healthcare Application Issues,0
INC4136513,dsa kphc: smartphrase not able to create,Phone,Healthcare Application Issues,0
INC5753161,(eur mh 11/26 #inbasket) kphc - unable to clear one message from inbasket,Phone,Healthcare Application Issues,0
INC4142176,"afl/kphc: please rebuild and reactivate user (nieva, peter d556729) per attached toolkit.  user is a former kp contractor.",Email,Healthcare Application Issues,0
INC5551371,client unable open 2 sessions kphc on pc am3905342 getting errors hyperspace session connected to the environment ,Phone,Healthcare Application Issues,0
INC5323322,afl/kphc: please create the following pgp per attached spreadsheet.  instance:  ml,Email,Healthcare Application Issues,0
INC3227664,can't get the haiku to work on phone  ,Phone,Healthcare Application Issues,0
INC6393987,kp healthconnect - referral  is still showing in an inbasket after being reffere,Phone,Healthcare Application Issues,0
INC5642076,(eur hbs 10/9 #cortext) mobile device issues: iphone - i am locked out of cortext. i need to know my username and password please :),Self-service,Healthcare Application Issues,0
INC3427110,kphc inpatient issue - kb0014471  - unable to edit any smartphrase - smartphrase being used at a different location - contact: 540-336-0286,Phone,Healthcare Application Issues,0
INC5443407,bp cant open messages in inbasket. getting imaging error. ,Phone,Healthcare Application Issues,0
INC5259793,afl/kphc please create the following pgp per attached spreadsheet. instance: ie (riverside),Email,Healthcare Application Issues,0
INC5478376,afl/kphc please create the following pgp per attached spreadsheet. instance: va (kern county),Email,Healthcare Application Issues,0
INC3746543,kphc- ncal hyperspace layout menu changed,Phone,Healthcare Application Issues,0
INC6092777,epic not launching via citrix ,Phone,Healthcare Application Issues,0
INC0227878,b | kassandra neff-castellanos | smart phrase,Phone,Healthcare Application Issues,0
INC4888301,fon - md is unable to refuse three rar requests in remote inbasket ,Phone,Healthcare Application Issues,0
INC5061435,"afl/kphc: please add tin & pgp to user (watson, shawnae a169524),  california hospital medical center1730991954310407",Email,Healthcare Application Issues,0
INC5717823,poc computers unable to launch epic,Phone,Healthcare Application Issues,0
INC4607844,cda launcher closing,Self-service,Healthcare Application Issues,0
INC3021625,sln 4th fl unable to authenticate to citrix app on kaiser mobile device ,Chat,Healthcare Application Issues,0
INC1497242,ssc: audit trail request on how 2 patients in kphc living status got changed to decease?,Phone,Healthcare Application Issues,0
INC4784229,(eur neur 7/16 #inbasket) md unable to dis-attach from another md's inbasket,Phone,Healthcare Application Issues,0
INC6322469,kphc-oc cannot find another user's start of care,Phone,Healthcare Application Issues,0
INC3669968,ssc med #widescreen - question regarding follow-up in widescreen,Phone,Healthcare Application Issues,0
INC3999383,bp: lws mapping ,Direct Input,Healthcare Application Issues,0
INC3132235,kphc - client reporting multiple items in her inbasket that she has nothing to do with,Phone,Healthcare Application Issues,0
INC5737364,(sch phx #inpatient) kp healthconnect - cn-in-basket/ not receiving any ,Phone,Healthcare Application Issues,0
INC5378339,ncal account locked for cda launcher,Phone,Healthcare Application Issues,0
INC6232858,"pending afl/kphc: please provision user (berning, jeanine h314497) per attached toolkit.",Email,Healthcare Application Issues,0
INC5911751,help finding patient calls in her inbasket,Phone,Healthcare Application Issues,0
INC5525983,"seamsam3914632 - cda launcher to longer loading scal ie, freezing response.  ",Phone,Healthcare Application Issues,0
INC3555561,not able to launch/access sch hyperspace,Phone,Healthcare Application Issues,0
INC4444529,assist with cortext iss at tys  for dr. summer abdel-megeed,Direct Input,Healthcare Application Issues,0
INC5750154,(mscc) i'm having a cda launcher issue,Self-service,Healthcare Application Issues,0
INC4813155,kphc home health clinical issue,Phone,Healthcare Application Issues,0
INC1944971,"playground training environment is down.  error: can't start app ga hyperspace 217, test ga_fma",Phone,Healthcare Application Issues,0
INC4321825,kphc outpatient - bp needed to share a smartphrase - wanted help doing so,Phone,Healthcare Application Issues,0
INC4129415,bp does not have access to west bay hyperspace,Phone,Healthcare Application Issues,0
INC5868988,(frs mohs #outpatient) resolved: add employee to inbasket pool,Email,Healthcare Application Issues,0
INC0047561,home health oc - bp's remote client in-basket is not sync'in.,Direct Input,Healthcare Application Issues,0
INC2530784,cadence,Phone,Healthcare Application Issues,0
INC4247274,(sln ans #other) dr. zneimer ipad freezing in epic and not able to view entire screen,Phone,Healthcare Application Issues,0
INC5433227,afl/kphc please create the following pgp per attached spreadsheet. instance: orange county,Email,Healthcare Application Issues,0
INC6284357,(urgent)user is unable to sign orders for authentication for eprescribe,Phone,Healthcare Application Issues,0
INC2566038,kphc outpatient - question about smart phrases and template / missing a template,Phone,Healthcare Application Issues,0
INC1814980,(eur rad 10/24 #toolbar) bp unable to install the toolbar in epic,Phone,Healthcare Application Issues,0
INC6266986,(unc opht#outpatient) - assisted use with answer to inbasket secure messages.,Phone,Healthcare Application Issues,0
INC1743332,cda launcher,Chat,Healthcare Application Issues,0
INC1325250,cda launcher,Phone,Healthcare Application Issues,0
INC3848042,(rsg ped 4/22 #outpatient) md inquiry: will 'preferred form of address' field be available after the may 2019 epic update?  see attachments.,Email,Healthcare Application Issues,0
INC6106052,bp requested to have cortext installed onto her pc.  it said it was pushed out.  needs assistance accessing and using cortext.,Phone,Healthcare Application Issues,0
INC3723721,smartphrases are not able to edit them,Phone,Healthcare Application Issues,0
INC4227186,bp: several question with the widescreen and new upgrade ,Phone,Healthcare Application Issues,0
INC4876259,application support issue: missing wst in lws.,Self-service,Healthcare Application Issues,0
INC4690404,afl/kphc: please unblock dana santaolalla nuid y679729,Phone,Healthcare Application Issues,0
INC5644766,cannot save patients' bills from epic to g: urgent,Phone,Healthcare Application Issues,0
INC0978887,ss-facility share - ccm digital photo (gs/cbw),Phone,Healthcare Application Issues,0
INC0071006,ss-facility share-enc-nbm,Direct Input,Healthcare Application Issues,0
INC3976649,(mscc) i'm having a cda launcher issue,Self-service,Healthcare Application Issues,0
INC2950350,"afl/kphc: please unblock user (allen, adrianna f986917).",Direct Input,Healthcare Application Issues,0
INC1878235,ss-facility share - ggm clin doc (cmo/cmo),Phone,Healthcare Application Issues,0
INC5068040,"hif19/duplicate/amb/from her in-basket, bp clicks results (echo) to review, but gets message she does not have access",Phone,Healthcare Application Issues,0
INC6005204,afl/kphc please create the following pgp per attached spreadsheet. instance: san diego,Email,Healthcare Application Issues,0
INC6201302,(sln urg #outpatient) - pa reporting issue with the dot phase .diagnonoteref refreshing or working within his urgent care smart phase.,Phone,Healthcare Application Issues,0
INC4033279,request adding sch hyperspace.,Phone,Healthcare Application Issues,0
INC4180256,sd-kphc-hospice claims issue,Phone,Healthcare Application Issues,0
INC5374075,#nextday - kphc - orders to seeing econsult after signing the visit ,Phone,Healthcare Application Issues,0
INC5310745,(fre rad #access ) please add east bay gsaa-production-hyperspace  to bp's profile.,Phone,Healthcare Application Issues,0
INC4576758,provider is wondering why there is an intermittent lack of ability to see messages in inbasket screen shots in conf.,Phone,Healthcare Application Issues,0
INC6075690,can longer on win10 desktop transfer excercise notes from medbridge to epic.,Phone,Healthcare Application Issues,0
INC3068665,afl/kphc: please unblock user (faith siasoco  y480660).,Phone,Healthcare Application Issues,0
INC5953337,no notes tab when documenting in epic: urgent,Phone,Healthcare Application Issues,0
INC5544875,bp needed help cleaning out her inbasket unsigned messages in various folders ( #oak #psych #oth ),Chat,Healthcare Application Issues,0
INC1718130,ss-facility share-haiku-cam (ljl/keh),Phone,Healthcare Application Issues,0
INC4104930,cda launcher,Phone,Healthcare Application Issues,0
INC2561673,"w800209 - bp reports md in str and in rwc were not able to place inpatient hospice order, but md in santa clara was able to place order via outpatient method.",Phone,Healthcare Application Issues,0
INC5358801,lws mapping - see attachment ,Direct Input,Healthcare Application Issues,0
INC3043505,cortext 2 | stanley d drake,Direct Input,Healthcare Application Issues,0
INC5862924,getting error message whens she try to select a area in ncal & scal region in cda launcher,Phone,Healthcare Application Issues,0
INC6324525,ssf ekg #how to create out of message in the kphc inbasket,Phone,Healthcare Application Issues,0
INC4403180,"afl/kphc: please unblock user (vasquez, lizette c383052).",Direct Input,Healthcare Application Issues,0
INC4442042,kphc - inbasket messages are being routed to remote inbasket folder,Phone,Healthcare Application Issues,0
INC5060967,pcp request - nbm (msd),Direct Input,Healthcare Application Issues,0
INC4125867,kphc - unable to modify template or smartphrase ,Phone,Healthcare Application Issues,0
INC1001892,ss-facility share - ccm haiku (bnc/bc),Phone,Healthcare Application Issues,0
INC3534791,cda launcher,Self-service,Healthcare Application Issues,0
INC3749727,(santa clara 4/11#inbasket) telephone enc in the inbasket could not close,Phone,Healthcare Application Issues,0
INC6471908,(mod afm #outpatient) md uses personal smartphrases. a few months ago system smartphrases were created that the first 6 letters are the same. even after setting,Phone,Healthcare Application Issues,0
INC1513321,kphc ambulatory - bp states there is a section for colposcopy and hystpostop in the charting section of visit navigator as of today. the bp is a primary care do,Phone,Healthcare Application Issues,0
INC5003974,merge stuck due to active home health or hospice episode. nbm (lp/lhp) ccw 316282,Direct Input,Healthcare Application Issues,0
INC3255819,cda remote launcher,Phone,Healthcare Application Issues,0
INC1179642,cda launcher,Self-service,Healthcare Application Issues,0
INC2622899,cda launcher,Self-service,Healthcare Application Issues,0
INC6473281,would like to know how to change language in after visit summary in epic,Phone,Healthcare Application Issues,0
INC1660300,(fol med 10/24 #inbasket- emailed) stuck inbasket messages in other open encounters from 9/20/17 and 4/6/18. ,Phone,Healthcare Application Issues,0
INC2665348,widescreen view question,Phone,Healthcare Application Issues,0
INC4148164,05/21 (rdl) kphc  - cs - **reactivation** cannot logon to scal hyperspace env. - you are not authorized to log in on this date,Phone,Healthcare Application Issues,0
INC3599459,fix system pulse display for scal-lead (altp ) with copying epicxc files (as recommended by epic,Email,Healthcare Application Issues,0
INC1351869,#nextday palliative in-basket missing,Phone,Healthcare Application Issues,0
INC3089432,"afl/kphc: please add additional tin's to user (sese, sheryll i198509)  as indicated in the work notes.",Email,Healthcare Application Issues,0
INC0949112,ss facility share - mod - haiku (ce/pal),Phone,Healthcare Application Issues,0
INC5248265,bp needed help with creating smartphrases ( #oak #oth ),Chat,Healthcare Application Issues,0
INC5269773,lws mapping - see attachment ,Direct Input,Healthcare Application Issues,0
INC5532412,afl/kphc please create the following pgp per attached spreadsheet. instance: tc (south bay),Email,Healthcare Application Issues,0
INC5389377,cda launcher closing,Self-service,Healthcare Application Issues,0
INC1882386,bone density studies are not transf over to epic. study  from scanner  to pacs\rad.  contact  909-724-2429,Phone,Healthcare Application Issues,0
INC5874638,(mod gen #outpatient) issue with rcv msg in her inbasket ,Phone,Healthcare Application Issues,0
INC2287403,kphc: unattach from inbasket of an ex kp employee{z207917],Phone,Healthcare Application Issues,0
INC1677334,ss-facility share - nbm haiku (ddc/ln),Phone,Healthcare Application Issues,0
INC1414199,ss-facility share - ggm progress note (ilb/hx),Phone,Healthcare Application Issues,0
INC5595785,"afl/kphc: please add additional tins & pgps to user (miller, alesha l459011)",Email,Healthcare Application Issues,0
INC1552170,kphc home health clinical- error msg,Phone,Healthcare Application Issues,0
INC5818266,unable to launch  epic  from poc -tsc0ls and tsc0lt,Phone,Healthcare Application Issues,0
INC5457231,nw- how to copy smart phrases,Phone,Healthcare Application Issues,0
INC3773525,unable to print avs from multiple pc's after being kicked from kphc ( related to  inc3773541),Phone,Printer Issues,1
INC2291279,printer needs to be be reouted to new pc,Phone,Printer Issues,1
INC6357200,(eur icu 12/23 #printing) bp needing computer am3958259 default printing changed to correct printer in intensivist office. ,Phone,Printer Issues,1
INC1847919,kphc - patients lists created that are shown are not the same that is printed,Phone,Printer Issues,1
INC1625996,map ws's in notes to printer in notes.,Direct Input,Printer Issues,1
INC6336974,csmvjam5270615: kpit pa client printer out of paper,Self-service,Printer Issues,1
INC5273723,label printer queues not configured ,Direct Input,Printer Issues,1
INC5512801,(sch per #printing) )hos/p2.2 d200 computer hardware issue: other (cnscham3960092) (printer mapping),Self-service,Printer Issues,1
INC4872910,(mod sur #outpatient) user needs help printing a patient report. ,Walk-in,Printer Issues,1
INC6279020,kphc - print avs on a past encounter.,Phone,Printer Issues,1
INC6478586,remapped printer to print letters in epic,Phone,Printer Issues,1
INC5239646,(ssc ed #printing) - remap kphc queues,Phone,Printer Issues,1
INC6166719,user needs help with re routing printer in kphc seappam5248923,Phone,Printer Issues,1
INC4546454,printer issue: print jobs are not formatted correctly (cnmanprt197205),Self-service,Printer Issues,1
INC3925623,"val other other #, bp works in the rn clinic, she said that she is not able to print out the schedule.",Phone,Printer Issues,1
INC5169291,#nextday - kphc toolbar issue 'error- printdosingsheet-4.535',Phone,Printer Issues,1
INC3976161,back end printer mapping,Direct Input,Printer Issues,1
INC2118463,low paper,Self-service,Printer Issues,1
INC6040977,sfo oth #printing - workstation is not printing to the correct printer ,Phone,Printer Issues,1
INC6245998,unable to print x _ ray from epic ,Phone,Printer Issues,1
INC5383131,bp need assistance printing facesheet to pdf. ,Phone,Printer Issues,1
INC4650478,computer number/exam room number needs rerouting and computer is not printing fr,Chat,Printer Issues,1
INC1861841,unable to print face sheets gets gibberish for the print out printer: cneurmwie001\cneuradmtn02  am4585566- workstation- cneuram3958317 ,Phone,Printer Issues,1
INC5615928,csggvam5280348: low paper,Self-service,Printer Issues,1
INC3115787,dsa kphc: report and print group assistant extended text markup issue,Phone,Printer Issues,1
INC5876856,(oak med #printing) provider needs help printing an outside fill prescription.,Phone,Printer Issues,1
INC2324009,ch-v- printing is rerouted from 10.130.190.227 to 10.130.190.228,Self-service,Printer Issues,1
INC3374243,kphc - medical secretaries - diagnosis is not printing/poplulating on caregiver status report,Phone,Printer Issues,1
INC1950652,prc p4 - incident | bj clark | label printers,Phone,Printer Issues,1
INC3480656,wbg-4 (3-20 4:10 pm) march 018 upgrade issue - letters print incorrectly in kphc,Chat,Printer Issues,1
INC2355677,tow-2 (12-13 08:51 am) hc dcuments are being printed all black   matowintmed-03.md.kp.org  10.131.14.225 xerox phaser 3635mfp,Phone,Printer Issues,1
INC4270053,bp cant print receipts or summery reports only.,Phone,Printer Issues,1
INC2772806,radiology orders not printing,Phone,Printer Issues,1
INC2052753,pain mgmt  dept - chapman medical -inquirying if the avs  can be printed  ,Phone,Printer Issues,1
INC5153565,(ros pro 8/26 #outpatient) new md pc was installed but it still needs health connect printing. (cneuram3946811),Self-service,Printer Issues,1
INC2190291,bp needs to setup hc backend printing on pc / printer am4121818,Phone,Printer Issues,1
INC2084195,the pc machine will not print out from the printer. pc madcmam3868633 and printe,Phone,Printer Issues,1
INC4000567,mod - bp reports they can't print from kphc from this pc for some reason,Direct Input,Printer Issues,1
INC6024208,sctask1153745 11/20 (eur ed 11/13 #printing) create generic lws records for department going live next week,Direct Input,Printer Issues,1
INC1789264,lsa sunset-kphc-oncology: bp reporting printer issue when she tries to run her t+14 report. more details below,Phone,Printer Issues,1
INC5300508,(rwc medf #printing)  10.241.59.229 / ncrwc597  uanble to print perscriptions - nothing is printing to this printer / backend or windows mapped,Phone,Printer Issues,1
INC3582888,bp states not able to print schedules from kphc ,Phone,Printer Issues,1
INC2584796,cssdoam3817576 - calling to get her kphc label printer changed.,Phone,Printer Issues,1
INC3003896,printer issue: print jobs are not printing (cnsrr5ornursta1),Self-service,Printer Issues,1
INC2335749,unable to print medication list. on printer  cnsrucare-04 on cnsrfmwie003,Phone,Printer Issues,1
INC4123558,kphc issue - unable to print a specific cis document,Phone,Printer Issues,1
INC5945313,ssf_other #outpatient - how to remove the print group report code/text?,Phone,Printer Issues,1
INC1169531,request to set up obs room pc for front and back end printing.,Walk-in,Printer Issues,1
INC4524717,(riv med5 6/21 #printing) urgent affecting patient  care - client is reporting printer cnrosmed5n08 is not releasing ,Phone,Printer Issues,1
INC5970226,"bp no longer able to print to her windows printers in the back 10.242.230.202, 10.242.230.205  - ",Phone,Printer Issues,1
INC4354361,control sheet is only printing to one printer. prior they used to be able to select the printer of their choice,Phone,Printer Issues,1
INC1895339,please  map printer to workstation,Phone,Printer Issues,1
INC4742494,(sln ped outpatient) unable to print avs ,Email,Printer Issues,1
INC1612737,cnsroam3863207 - santa rosa / unable to print patient list of the day,Phone,Printer Issues,1
INC5696504,(oak ed #printing) user needs label printer rerouted.,Phone,Printer Issues,1
INC4244713,kphc issues: avs printing - requests double-side printing of avs set-up for all 3 printer workstations,Self-service,Printer Issues,1
INC4602560,q966225 - kphc printer issue - need vaccine orders printed to 10.242.231.227.  reference sctask0822928; operational change request.,Phone,Printer Issues,1
INC3430397,client needs printer to be rerouted,Phone,Printer Issues,1
INC3163606,user not able to print documents within kphc,Phone,Printer Issues,1
INC5611175,dlc  afm:  bp reports dr. reddy outside fill not printing cndlcam5476839,Phone,Printer Issues,1
INC5778123,(ant ped #outpatient) unable to print to office printer,Phone,Printer Issues,1
INC3680478,mas - client says the workstations need to print avs to one printer,Phone,Printer Issues,1
INC3928324,unable to print. ,Phone,Printer Issues,1
INC4871454,(fre other #printing)  bp cant print. bp is missing printer. ,Phone,Printer Issues,1
INC4394541,mas bhm-2 (6-11 5:47 pm) mapped a printer - http://maprinters.kp.org failed  log in as admin- ,Phone,Printer Issues,1
INC4545530,nw first touch resolution,Phone,Printer Issues,1
INC5752961,sba bhl # outpatient to remove default print class 1 in kphc back end set up cnbhlam5307573,Phone,Printer Issues,1
INC2812514,ibm print configure new backend print queue and add to rmhidam3936462: rmhid132 (gk420d) 10.153.26.18,Direct Input,Printer Issues,1
INC2400482,vac long delay when bp tries to print to pdf,Phone,Printer Issues,1
INC4336257,issue: kp healthconnect - cs - future appointments - layout changed when printin,Phone,Printer Issues,1
INC5872967,kp healthconnect - cn-delay printing labels /  5min,Phone,Printer Issues,1
INC1662885,cnstkprt042243 lexmark ms415dn am4632058 - printing extra pages from kphc,Phone,Printer Issues,1
INC6048092,receipt not automatically printing from kphc ,Phone,Printer Issues,1
INC2719420,kphc print groups function appears on app. limiting workspace. please assist. ,Phone,Printer Issues,1
INC5954048,sfk afm #printing - label printer is printing out of the lexmark ,Phone,Printer Issues,1
INC5309005,(riv med 9/5 #printing) md is not able to print outside rx ,Chat,Printer Issues,1
INC5455856,csmvjam5270659: low paper,Self-service,Printer Issues,1
INC3508320,end user says that all computers that send print jobs to printer with am4124787 experiences 5 minute delays in printing and it is causing delays for patients.,Phone,Printer Issues,1
INC1985316,asap dr needing support printing prescriptions from pc to printer in office ,Phone,Printer Issues,1
INC1515932,b - bp reporting long delay (about 15-20 minutes) on avs printing in epic. ,Phone,Printer Issues,1
INC5624958,(sch ort #cadence) multiple copies of control sheet printing in ortho dept.  several examples attached. see worknote for more details,Phone,Printer Issues,1
INC2613986,"kphc prints all attachments for orders , oly the all option exist in the printer",Phone,Printer Issues,1
INC6463547,(str afm #printing) unable to printer mdp form reports,Phone,Printer Issues,1
INC0913022,dsa mtz med inj rns reporting order requisitionnot printing to kphc mapped print pc's - cnmtzam3986509 cnmtzam3970109  printer 10.253.227.252 ncmtzaij,Walk-in,Printer Issues,1
INC5164170,(ssc cpp #printing) user need assistance to set kphc print mapping to cnsscam3943874 ,Phone,Printer Issues,1
INC3889696,how to printout a patient education.,Direct Input,Printer Issues,1
INC4483763,mtn/p2.2 computer hardware issue: other (cnmtnam3903675) (print map),Self-service,Printer Issues,1
INC3480402,2018 kphc upgrade amb master daily reports are printing out of order for syb and west side,Phone,Printer Issues,1
INC1025675,low paper,Direct Input,Printer Issues,1
INC4097213,unable to see where epic is printing. ,Phone,Printer Issues,1
INC3293899,kphc rwc - radiology - unable to print controls sheets from kphc ,Phone,Printer Issues,1
INC6111511,kphc - printing to the wrong printer.,Phone,Printer Issues,1
INC2302221,"mas urgent unable to print avs  from kphc in dept- no error , just not printing ",Phone,Printer Issues,1
INC5970267,(mob4 oph #printer) default printer missing ,Direct Input,Printer Issues,1
INC4063094,#:: 5/9 client needs label print mapped to his computer (printer not showing up in queue search),Phone,Printer Issues,1
INC4350161,(eur6/6#outpatient) could not print from kphc,Phone,Printer Issues,1
INC5122642,( sch poc# outpatient) - need to know if print pages can be selected - meaning which pages to print out.,Phone,Printer Issues,1
INC0406447,restore back end printing - it worked festerday ptr am4236669 pc am3861023,Phone,Printer Issues,1
INC1886692,bp stated that pc cnmanam3988623 wasn't printing.,Phone,Printer Issues,1
INC2986158,tem2 bp is unable to print growth chart; default print not printing,Phone,Printer Issues,1
INC5649156,(sln adm #outpatient) unable to print out receipts from kphc hospital side ,Phone,Printer Issues,1
INC6278947,unable to print ed avs due to order hanging on sign and held ,Phone,Printer Issues,1
INC0963443,"nuid: y637955 - dept. oppc inability to print avs; pc: cnscham1646581, printer ip: 10.241.149.87.  reference wo0000011161019 for status.",Phone,Printer Issues,1
INC4573336,"inability to print front end document; bp click print to print kp learn certificate, but nothing print.",Phone,Printer Issues,1
INC4311151,kphc - mas unable to print avs or orders,Phone,Printer Issues,1
INC5884082,user is asking to have the printer mapped to print from kphc,Phone,Printer Issues,1
INC5628967,csfhram5280345: low paper,Self-service,Printer Issues,1
INC5337454,nw first touch resolution- print queue remap ,Phone,Printer Issues,1
INC3951362,printing labels,Phone,Printer Issues,1
INC5235561,(sln ped #printing) f/ e docuemts printing to incorrect printer,Direct Input,Printer Issues,1
INC0444395,"*urgent* hearing aid center @ pro drive: recently moved back into old space, cannot print receipts",Phone,Printer Issues,1
INC2386509,malrgam3386766 - not printing avs. ,Phone,Printer Issues,1
INC3105767,dsa kphc rounding: install kphc toolbar and print med list,Walk-in,Printer Issues,1
INC5498813,csmvjam5270659: low paper,Self-service,Printer Issues,1
INC2505806,printer issue: print jobs are not printing (am5011264),Self-service,Printer Issues,1
INC3735319,bp wants to have her label print jobs to be mapped to a zebra printer as currently she only has a network printer mapped.  ,Phone,Printer Issues,1
INC6373322,everytime bp print she is kick out of kphc,Phone,Printer Issues,1
INC2784956,no front-end printer available,Phone,Printer Issues,1
INC3124372,kphc - unable to print avs to default printer,Phone,Printer Issues,1
INC3904696,edw-2 04/25 16:00 unable to print daily batch report to printer rmedw202,Phone,Printer Issues,1
INC5368657,abw-erin n. jackson is unable to print tamper proof paper  am5317281,Phone,Printer Issues,1
INC0199126,change receipt printout from 2 to 1.,Phone,Printer Issues,1
INC5351916,cshbmam5280384: low paper,Self-service,Printer Issues,1
INC5048313,dsa kphc: unable to print labels and networking printing in nst room,Walk-in,Printer Issues,1
INC5321237,oak afm #outpatient - bp says she is unable to print out the surgical path reports. ,Phone,Printer Issues,1
INC2493286,cannot print from kphc; ,Phone,Printer Issues,1
INC3359993,printer issue: print jobs are not formatted correctly (prn254755),Self-service,Printer Issues,1
INC2345994,not able to print avs on new replaced computer needs configuring ,Phone,Printer Issues,1
INC4981000,(stk afm #outpatient) controlled rx printing not working.  ,Chat,Printer Issues,1
INC5237752,unable to print the activty chart or close the chart on cnsfmam5311388,Phone,Printer Issues,1
INC5579732, need to setup hc  backend printing on  new pc am4408859,Phone,Printer Issues,1
INC2928507,*related to parent ticket - inc2927498* - kphc - backend printing taking about 20 minutes to print avs's and labels,Phone,Printer Issues,1
INC2899815,re-mapped printing for cnfrsam3860015 from 440385 to 440387 per request printer temporarily out of toner,Direct Input,Printer Issues,1
INC2965326,please remap backend printing.,Phone,Printer Issues,1
INC4978401,(fol pedi 8/2 #printing) req0724339 to track lws mapping,Email,Printer Issues,1
